[ 6739621ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=Wybe2LJw6zT9k_lA7YP7V' failed: Error during WebSocket handshake: net::ERR_INVALID_HTTP_RESPONSE @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6744704ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=Wybe2LJw6zT9k_lA7YP7V' failed: Error during WebSocket handshake: net::ERR_INVALID_HTTP_RESPONSE @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6744798ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_115brz8._.js:2431
[ 6745183ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error during WebSocket handshake: net::ERR_INVALID_HTTP_RESPONSE @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6746469ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6749094ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6752958ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6755454ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6758773ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6768153ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6774306ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6782875ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6790389ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6799410ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6809015ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
[ 6815425ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:3002/_next/webpack-hmr?id=7r-LZI7xLM8_ha84geSLf' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:3002/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js:13299
